ID,Age (1999),Income (1999),Tenure (1999),District (1999),Profit (1999),Profit (2000),Online (1999),Online (2000),Billpay (1999),Billpay (2000)
6229,,,17.41,1300,-17,-43,0,0,0,0
6230,5,6,3.75,1200,148,142,0,0,0,0
6231,4,9,6.75,1200,1020,135,0,0,0,0
6232,,,2.41,1200,46,35,0,0,0,0
6233,,,5.33,1200,130,163,0,0,0,0
6234,3,9,3.58,1200,23,32,0,1,0,0
6235,3,7,1.25,1200,20,58,0,0,0,0
6236,,,1.91,1200,885,,0,,0,
6237,2,6,4.41,1200,-46,-36,1,1,0,0
6238,7,1,22.08,1200,158,149,0,0,0,0
6239,6,7,3.25,1200,-4,69,0,0,0,0
6240,,,0.75,1200,6,,0,,0,
6241,1,3,0.41,1200,-54,,0,,0,
6242,2,6,1.41,1200,42,119,0,0,0,0
6243,5,7,9,1100,-29,-25,0,0,0,0
6244,4,8,10.16,1100,-6,-36,1,1,0,0
6245,2,7,2.75,1200,55,98,0,1,0,0
6246,6,5,4.5,1200,-29,-19,1,1,0,0
6247,3,8,16.41,1200,119,494,0,0,0,0
6248,,,4,1200,499,1153,0,0,0,0
6249,4,9,10.66,1200,261,304,0,0,0,0
6250,3,8,0.75,1200,410,376,0,0,0,0
6251,1,3,3.5,1200,72,168,0,0,0,0
6252,3,9,10.75,1200,-33,67,1,1,0,0
6253,4,7,7,1100,-27,-38,0,0,0,0
6254,6,5,3.83,1200,0,,0,,0,
6255,3,1,4.08,1100,23,88,0,0,0,0
6256,4,3,20.91,1200,27,13,0,0,0,0
6257,7,1,23.58,1300,193,280,0,0,0,0
6258,4,3,9.91,1200,7,43,0,0,0,0
6259,3,7,7.58,1200,1099,1090,1,1,0,0
6260,6,7,6.08,1300,-110,-58,0,0,0,0
6261,1,5,4.83,1200,-74,119,0,0,0,0
6262,6,4,0.66,1200,-54,-90,0,0,0,0
6263,,,4.5,1300,-162,,0,,0,
6264,2,8,4.66,1100,-14,,0,,0,
6265,7,3,0.66,1300,-71,-103,0,0,0,0
6266,4,4,27.25,1200,220,434,0,0,0,0
6267,4,6,3.91,1200,1,26,0,0,0,0
6268,,,21.08,1200,590,1069,0,0,0,0
6269,,,20.08,1200,53,,0,,0,
6270,6,,1.83,1200,-2,10,0,0,0,0
6271,,,5.75,1200,-66,,0,,0,
6272,5,5,0.25,1200,28,96,0,0,0,0
6273,,,4.58,1300,114,,0,,0,
6274,5,8,1.66,1200,20,16,0,1,0,0
6275,3,3,20.41,1300,423,116,0,0,0,0
6276,3,6,5.58,1200,304,573,0,0,0,0
6277,2,2,6.66,1300,205,58,0,0,0,0
6278,5,8,3.83,1300,16,-31,0,0,0,0
6279,,,2.91,1300,-30,-10,0,0,0,0
6280,7,2,22.08,1200,218,263,1,1,0,0
6281,,,1.25,1300,0,-1,0,0,0,0
6282,2,7,4.41,1300,146,,0,,0,
6283,6,3,22.08,1300,142,176,0,0,0,0
6284,5,7,8.58,1200,-4,-7,0,0,0,0
6285,7,9,11.75,1200,475,908,0,0,0,0
6286,2,7,6.08,1300,-6,-65,1,1,0,0
6287,7,8,10.08,1200,-17,64,0,0,0,0
6288,,,7.66,1200,204,-48,0,1,0,0
6289,2,1,2,1200,101,-3,0,0,0,0
6290,2,8,5.16,1200,82,28,0,0,0,0
6291,2,7,6.91,1200,121,-52,0,0,0,0
6292,,,27.41,1200,179,53,0,1,0,0
6293,2,4,8.66,1200,195,226,0,0,0,0
6294,5,9,18.58,1200,31,,0,,0,
6295,1,3,6.66,1200,198,374,0,0,0,0
6296,7,2,1.5,1200,253,222,0,0,0,0
6297,6,9,30.75,1200,1143,1164,0,0,0,0
6298,4,6,8,1200,-31,,0,,0,
6299,3,7,7.83,1300,-88,-59,0,0,0,0
6300,,,5.75,1200,-7,-33,0,0,0,0
6301,,,5.5,1200,-4,0,0,0,0,0
6302,,,4.16,1300,-37,,0,,0,
6303,,,3.41,1200,2,-7,0,0,0,0
6304,3,6,0.83,1200,-59,-36,0,0,0,0
6305,,,4.58,1200,35,,0,,0,
6306,4,5,29.58,1300,12,-101,0,0,0,0
6307,7,9,19.08,1200,1,8,0,0,0,0
6308,3,9,16.41,1200,79,263,1,1,1,1
6309,2,3,13.58,1200,140,141,0,0,0,0
6310,,,3.41,1200,-27,,0,,0,
6311,,1,1.83,1200,-47,,0,,0,
6312,6,3,0.33,1100,11,8,0,0,0,0
6313,5,3,7.33,1200,11,6,0,0,0,0
6314,3,1,3.83,1200,-18,10,0,0,0,0
6315,,,4.41,1200,-45,,0,,0,
6316,6,9,30.66,1200,-147,-61,0,0,0,0
6317,7,4,23.66,1300,160,203,0,0,0,0
6318,3,9,8.33,1200,756,46,0,0,0,0
6319,6,6,30,1200,877,580,0,0,0,0
6320,5,6,33.66,1200,38,54,0,0,0,0
6321,1,6,1.75,1200,-1,-41,0,0,0,0
6322,3,6,3.08,1200,327,663,1,1,0,1
6323,4,6,3.25,1200,29,59,0,0,0,0
6324,1,3,8.16,1200,-40,134,0,1,0,0
6325,4,6,8.91,1200,-30,-39,1,1,1,1
6326,7,9,15.75,1200,263,290,0,0,0,0
6327,,,7.25,1200,-135,-176,0,0,0,0
6328,4,7,3.91,1200,-32,-18,0,1,0,0
6329,3,4,5.33,1200,-30,-27,0,0,0,0
6330,7,1,7.41,1300,-41,-75,0,0,0,0
6331,4,7,2.5,1200,-150,-132,0,0,0,0
6332,2,8,11.66,1200,70,96,0,1,0,1
6333,,,8.08,1200,107,6,0,0,0,0
6334,,5,2,1200,-38,12,0,0,0,0
6335,,,1.16,1200,-18,,0,,0,
6336,,,8.66,1200,-75,-45,0,0,0,0
6337,3,8,18.08,1200,16,,0,,0,
6338,,,2.75,1200,46,10,0,0,0,0
6339,5,1,2.41,1200,111,90,0,0,0,0
6340,,6,5.5,1200,-1,,0,,0,
6341,3,6,10.5,1200,-56,-70,0,0,0,0
6342,3,6,16.5,1100,80,,1,,0,
6343,,,7.5,1200,141,661,0,0,0,0
6344,1,6,3.75,1200,-2,,0,,0,
6345,6,3,0.16,1200,-63,25,0,0,0,0
6346,2,6,10.41,1200,-3,-98,0,0,0,0
6347,,,30.75,1200,-95,-77,0,0,0,0
6348,,,16,1200,82,122,0,0,0,0
6349,3,5,5.75,1200,-30,22,0,0,0,0
6350,5,9,12.41,1200,-76,-67,0,0,0,0
6351,2,1,7.41,1300,-108,-60,0,0,0,0
6352,2,1,4.91,1200,-59,-2,0,0,0,0
6353,1,,2.16,1200,-18,,0,,0,
6354,4,8,1.08,1300,7,-64,0,0,0,0
6355,,,7,1300,-57,-68,0,0,0,0
6356,,,8.08,1100,121,272,0,0,0,0
6357,7,7,10.25,1200,360,181,0,0,0,0
6358,2,6,6.91,1200,-111,-107,0,0,0,0
6359,3,5,5.58,1200,59,93,0,0,0,0
6360,4,7,10.16,1200,-96,-95,0,0,0,0
6361,7,6,28.66,1200,-163,-95,0,0,0,0
6362,,6,6.5,1200,12,74,0,0,0,0
6363,6,7,11.91,1300,-9,-173,0,0,0,0
6364,,,2.66,1200,-66,,1,,1,
6365,2,7,1.91,1200,1,,0,,0,
6366,7,8,11.58,1100,-64,-35,0,0,0,0
6367,3,6,3.66,1300,20,39,0,1,0,0
6368,5,5,0.66,1200,296,329,0,0,0,0
6369,3,7,8,1200,-52,-52,0,0,0,0
6370,,,31,1300,-10,120,0,0,0,0
6371,3,9,10,1200,-24,234,1,1,1,1
6372,7,6,19,1300,-7,-17,0,0,0,0
6373,3,6,14.66,1200,231,45,0,1,0,0
6374,3,5,0.66,1100,-150,-149,0,0,0,0
6375,,,19.66,1300,84,79,0,0,0,0
6376,7,9,10.25,1200,-54,-35,0,0,0,0
6377,6,1,5.75,1200,120,107,0,0,0,0
6378,5,8,9.75,1200,121,203,0,0,0,0
6379,3,7,10.75,1200,287,853,0,0,0,0
6380,3,5,20.91,1200,-1,0,0,0,0,0
6381,,,2.75,1300,-43,-20,0,0,0,0
6382,6,7,19.25,1200,146,123,0,0,0,0
6383,2,3,15.66,1200,157,201,0,0,0,0
6384,,,2.08,1200,-27,-28,0,0,0,0
6385,4,4,12.66,1300,-3,,0,,0,
6386,5,4,9.83,1200,54,150,0,0,0,0
6387,,,5.41,1200,21,34,0,1,0,0
6388,2,4,33.66,1300,90,-22,0,0,0,0
6389,,,3.5,1200,-27,,0,,0,
6390,,,5.66,1300,309,267,0,0,0,0
6391,4,5,5.75,1300,244,528,0,0,0,0
6392,4,4,22.58,1200,-19,36,0,0,0,0
6393,,,0.16,1200,36,7,0,0,0,0
6394,5,6,10.83,1200,2,46,0,0,0,0
6395,7,9,2.5,1300,488,489,0,0,0,0
6396,3,,9.58,1200,-25,-27,0,1,0,0
6397,2,4,2.41,1200,126,,0,,0,
6398,5,1,30.33,1100,71,129,0,0,0,0
6399,6,6,11.08,1300,1150,896,1,1,0,0
6400,5,9,21.33,1200,502,765,0,0,0,0
6401,5,6,15.83,1200,63,25,0,0,0,0
6402,,5,4.66,1200,169,711,1,1,0,0
6403,7,1,25.75,1300,607,592,0,0,0,0
6404,,,8.25,1200,705,151,0,0,0,0
6405,,,6.08,1200,-3,-3,0,0,0,0
6406,,,7.5,1300,-24,-37,0,0,0,0
6407,4,8,7,1200,-171,154,0,0,0,0
6408,,,14.83,1200,-3,20,0,0,0,0
6409,4,6,5.5,1300,-90,1,0,0,0,0
6410,3,4,2.41,1200,-38,32,1,1,0,0
6411,,,14.66,1200,-14,-29,0,0,0,0
6412,,,6.5,1200,81,106,0,0,0,0
6413,,,8.66,1200,49,-53,0,1,0,0
6414,2,3,4.33,1200,-32,-17,0,1,0,0
6415,2,9,6.91,1200,-3,-36,0,0,0,0
6416,7,5,18.75,1100,-27,-19,0,0,0,0
6417,6,6,3.58,1200,-8,-10,0,0,0,0
6418,3,7,4.91,1200,-80,-75,0,0,0,0
6419,4,8,23.75,1200,185,262,0,0,0,0
6420,2,7,4.25,1200,-141,367,0,0,0,0
6421,6,1,6.08,1200,642,6,0,0,0,0
6422,2,6,9.58,1300,273,307,0,0,0,0
6423,3,,4.91,1300,1,-34,0,0,0,0
6424,7,1,29.25,1100,439,550,0,0,0,0
6425,4,8,26,1200,-70,,1,,0,
6426,2,5,5.25,1200,111,197,1,1,0,0
6427,3,8,2,1200,178,,0,,0,
6428,5,6,2.41,1200,-19,-23,0,0,0,0
6429,2,3,8.83,1200,180,7,0,1,0,0
6430,4,9,12.16,1300,-50,293,0,0,0,0
6431,6,4,1.75,1200,257,-38,0,0,0,0
6432,,,2.91,1200,-29,,1,,0,
6433,,,7.33,1200,-24,-43,0,0,0,0
6434,4,8,4.75,1200,413,418,1,1,0,1
6435,,,11.5,1200,125,,0,,0,
6436,3,1,19.66,1300,-124,-21,0,1,0,0
6437,2,6,14.5,1200,18,7,1,1,0,0
6438,6,8,17.08,1200,-144,-171,0,0,0,0
6439,4,9,13.66,1200,117,517,0,0,0,0
6440,4,7,13.16,1200,43,-3,0,0,0,0
6441,,,3.66,1200,-55,140,0,0,0,0
6442,,,22.41,1200,867,1229,0,0,0,0
6443,6,4,22.08,1200,3,5,0,0,0,0
6444,7,4,17.83,1200,1060,1467,0,0,0,0
6445,4,5,8.33,1300,-61,4,1,1,0,1
6446,3,9,22.08,1200,576,800,1,1,1,1
6447,,,1.66,1100,-14,,0,,0,
6448,2,,3.08,1300,-30,1,0,0,0,0
6449,,,6,1200,-57,636,0,1,0,0
6450,2,7,6.41,1200,-85,-66,1,1,0,0
6451,2,6,9.5,1200,-29,-29,0,0,0,0
6452,6,7,29,1200,358,309,0,0,0,0
6453,6,6,26.83,1300,-153,53,0,0,0,0
6454,5,2,18.66,1200,20,99,0,0,0,0
6455,,,16.83,1100,49,35,0,0,0,0
6456,,,0.33,1200,16,-3,0,0,0,0
6457,3,1,1,1200,-30,-27,0,0,0,0
6458,,,1.33,1200,-76,,0,,0,
6459,4,6,9.83,1200,-41,-46,0,0,0,0
6460,5,7,23.75,1200,2071,1909,0,0,0,0
6461,,,1.75,1200,1,,0,,0,
6462,7,7,17.83,1200,-148,-153,0,0,0,0
6463,,,8.91,1200,18,257,0,0,0,0
6464,,,1.83,1200,4,201,0,0,0,0
6465,,,1,1300,-12,14,0,0,0,0
6466,4,6,14.91,1200,-20,-99,0,0,0,0
6467,2,6,2.16,1200,185,0,0,0,0,0
6468,,,1.75,1200,-26,,0,,0,
6469,1,1,1.58,1200,-85,-26,0,1,0,0
6470,2,,0.41,1200,-16,-17,0,0,0,0
6471,2,6,1.91,1200,84,114,0,0,0,0
6472,4,1,5.25,1200,110,-32,0,0,0,0
6473,2,7,2.75,1200,94,-136,1,1,0,0
6474,4,7,7.66,1200,77,-7,0,0,0,0
6475,,,7.5,1200,-25,-20,1,1,0,0
6476,6,2,8.75,1200,114,49,0,0,0,0
6477,6,9,23.66,1200,376,422,0,0,0,0
6478,5,9,5.75,1100,-17,56,0,0,0,0
6479,3,6,6.08,1200,-32,-20,0,0,0,0
6480,6,9,39.08,1200,106,118,0,0,0,0
6481,4,7,7.75,1200,218,164,0,0,0,0
6482,2,1,5.66,1200,1,1,0,0,0,0
6483,4,6,4.25,1200,-34,-28,0,0,0,0
6484,5,8,10.66,1200,4,-21,0,0,0,0
6485,,,9.33,1200,60,101,0,0,0,0
6486,4,7,23.66,1200,-81,686,0,0,0,0
6487,1,5,1.33,1200,261,111,0,0,0,0
6488,2,7,8.5,1200,-73,-87,1,1,0,0
6489,2,1,5.58,1200,-20,10,0,0,0,0
6490,4,7,11.5,1200,74,19,0,0,0,0
6491,6,6,30.75,1200,263,234,0,0,0,0
6492,2,7,7.41,1200,104,88,0,0,0,0
6493,,,1.66,1200,183,,0,,0,
6494,2,5,2.33,1100,75,-2,0,0,0,0
6495,,,7.33,1200,-32,-48,0,0,0,0
6496,7,6,1.83,1100,362,509,0,1,0,0
6497,6,7,8.58,1100,-9,103,0,0,0,0
6498,2,6,3.25,1200,544,10,0,0,0,0
6499,,,2.41,1300,-57,-57,0,0,0,0
6500,,,14.66,1200,904,35,0,0,0,0
6501,5,9,10.66,1200,174,189,0,0,0,0
6502,1,3,6.66,1300,-109,-96,1,1,0,0
6503,2,9,8.5,1200,-149,-137,1,1,0,0
6504,6,9,4.5,1200,51,73,1,1,0,0
6505,3,5,3.25,1300,-2,-2,0,0,0,0
6506,,,1.16,1200,-3,,0,,0,
6507,4,1,2.83,1200,-34,-28,0,0,0,0
6508,6,3,5.08,1200,-47,8,0,0,0,0
6509,,,15,1200,489,331,1,1,0,0
6510,5,8,28.66,1200,448,581,0,0,0,0
6511,4,6,16.58,1300,-57,-19,0,0,0,0
6512,4,9,11.58,1200,93,82,0,0,0,0
6513,,,1.58,1300,-11,-8,0,0,0,0
6514,2,1,6.33,1300,112,,1,,0,
6515,4,9,24.08,1200,327,377,0,0,0,0
6516,4,8,2.66,1200,-18,-23,0,0,0,0
6517,4,6,14.58,1200,80,263,1,1,0,0
6518,6,1,8.58,1100,294,226,0,0,0,0
6519,5,4,11.91,1200,6,6,0,0,0,0
6520,6,6,14.91,1200,20,1628,0,0,0,0
6521,4,3,14.58,1200,427,327,0,0,0,0
6522,3,9,3.16,1200,-26,-91,0,0,0,0
6523,5,9,10.75,1200,-38,-72,0,0,0,0
6524,2,3,1.91,1300,-17,-3,0,0,0,0
6525,3,9,0.25,1100,-26,,0,,0,
6526,7,3,3.91,1200,-17,-16,0,0,0,0
6527,5,6,1.58,1100,48,66,0,0,0,0
6528,6,4,5.41,1200,-36,3,0,0,0,0
6529,2,4,3.25,1100,41,-49,0,0,0,0
6530,,,40.25,1200,87,52,0,0,0,0
6531,,,2.58,1200,258,85,0,0,0,0
6532,3,3,7.33,1200,89,223,1,1,0,0
6533,4,7,11.91,1200,283,433,0,0,0,0
6534,1,6,5.83,1200,-20,-20,0,0,0,0
6535,6,9,34.5,1300,344,310,0,0,0,0
6536,3,3,13.66,1200,-70,-10,0,0,0,0
6537,7,6,5.33,1200,26,3,0,0,0,0
6538,3,7,12.66,1200,-36,-109,0,1,0,0
6539,4,9,4.75,1200,-9,612,0,0,0,0
6540,4,6,4.08,1200,-74,-82,0,0,0,0
6541,3,9,1.33,1200,155,91,0,0,0,0
6542,,,23.5,1200,592,197,0,0,0,0
6543,3,4,3.91,1200,-12,51,0,0,0,0
6544,7,1,29.08,1300,45,186,0,0,0,0
6545,5,5,1.66,1200,-38,5,0,0,0,0
6546,4,7,9.66,1200,-22,-57,0,0,0,0
6547,2,4,4.41,1200,95,129,1,1,0,0
6548,7,1,21.08,1200,95,102,0,0,0,0
6549,1,1,1.5,1200,-32,-2,0,0,0,0
6550,7,6,28.16,1100,947,1298,0,0,0,0
6551,,,15.16,1200,491,514,0,0,0,0
6552,,,21.08,1200,-86,58,0,0,0,0
6553,,3,5.5,1300,-37,11,0,0,0,0
6554,2,3,1.16,1200,11,-18,0,0,0,0
6555,2,6,0.5,1200,-81,-114,1,1,0,0
6556,3,5,1,1300,169,309,0,0,0,0
6557,2,3,3.41,1100,-30,-30,0,0,0,0
6558,2,1,1,1200,12,56,0,0,0,0
6559,,,9.91,1300,68,23,0,0,0,0
6560,,,5.83,1200,-16,,0,,0,
6561,4,4,11.41,1200,-19,,0,,0,
6562,3,7,6.66,1200,-3,-2,0,0,0,0
6563,7,3,34.75,1100,1,136,0,0,0,0
6564,2,5,15.25,1200,-72,36,0,0,0,0
6565,4,5,8.75,1200,87,106,1,1,0,0
6566,2,8,2.75,1200,-83,-83,0,0,0,0
6567,5,6,6.91,1100,415,411,1,1,0,0
6568,4,9,23.41,1200,428,1818,0,0,0,0
6569,2,,0.41,1200,-30,-34,0,0,0,0
6570,,,1.91,1200,-43,-26,0,0,0,0
6571,2,8,4,1200,114,181,0,0,0,0
6572,,,1.58,1300,-32,-18,1,1,0,0
6573,5,9,3.66,1200,45,-53,1,1,0,0
6574,2,1,4.33,1100,-16,-35,0,0,0,0
6575,6,3,15.66,1200,15,129,0,0,0,0
6576,4,5,12.41,1200,-147,-89,0,0,0,0
6577,3,7,1.91,1200,-73,,0,,0,
6578,4,,22.08,1200,-110,-107,0,0,0,0
6579,6,1,6.41,1200,-17,3,0,0,0,0
6580,3,9,7.66,1200,-14,171,1,1,0,0
6581,5,6,32.25,1100,1101,1413,0,0,0,0
6582,3,6,3.25,1100,39,-162,1,1,0,0
6583,3,1,2.16,1200,19,17,0,0,0,0
6584,4,5,14.25,1200,-9,20,0,0,0,0
6585,3,4,10.08,1200,129,137,0,0,0,0
6586,5,6,5.5,1200,-116,-142,0,0,0,0
6587,5,6,22.5,1100,365,-23,0,0,0,0
6588,,,6,1200,-5,-12,1,1,0,0
6589,4,5,4.33,1200,277,,0,,0,
6590,2,1,9.66,1300,-26,-19,0,0,0,0
6591,,,22,1200,-14,,0,,0,
6592,,,1,1200,-1,-13,0,0,0,0
6593,,,0.66,1200,-20,,0,,0,
6594,3,3,7.41,1200,-51,-24,1,1,0,0
6595,3,7,2.25,1200,-8,,0,,0,
6596,1,,2.91,1200,11,16,0,0,0,0
6597,,,27.75,1300,61,129,0,0,0,0
6598,5,7,10.25,1200,11,48,0,0,0,0
6599,,,22.33,1200,56,-29,0,0,0,0
6600,6,,25.66,1200,-144,4,0,0,0,0
6601,,,2.58,1200,-73,-73,0,0,0,0
6602,5,5,39.83,1100,-70,-70,0,0,0,0
6603,4,6,3.91,1200,-68,-41,0,1,0,0
6604,,,6.58,1200,37,,1,,0,
6605,3,,22.66,1200,127,,0,,0,
6606,,,8.83,1200,-65,,0,,0,
6607,6,3,29,1200,422,221,1,1,0,0
6608,4,6,11.41,1300,115,176,0,0,0,0
6609,4,8,30.16,1200,90,49,0,0,0,0
6610,5,4,24.91,1200,-11,-129,0,0,0,0
6611,,,1.66,1200,-14,2,0,1,0,0
6612,,,1.16,1200,-56,-29,1,1,0,0
6613,,,3.58,1300,-43,64,1,1,0,0
6614,,,1.33,1200,-26,,0,,0,
6615,3,7,6.75,1200,46,326,0,0,0,0
6616,5,7,31.83,1200,620,483,0,0,0,0
6617,4,9,23.5,1200,398,-74,1,1,1,0
6618,4,1,11.25,1200,-29,-29,0,0,0,0
6619,4,9,21,1200,1567,-128,0,1,0,0
6620,3,4,3.75,1100,-145,,0,,0,
6621,2,9,7.41,1200,83,183,1,1,1,1
6622,5,4,0.41,1200,-59,-65,0,0,0,0
6623,2,1,2.08,1200,-19,-40,0,0,0,0
6624,,,7.83,1200,68,76,0,0,0,0
6625,5,6,0.41,1300,17,92,1,1,0,0
6626,3,4,7.08,1200,56,37,0,0,0,0
6627,4,8,5.75,1200,318,12,0,1,0,1
6628,5,6,26.33,1200,643,1034,0,0,0,0
6629,4,6,12.5,1200,-20,-19,0,0,0,0
6630,,,9.25,1100,-30,41,0,0,0,0
6631,4,4,13.5,1200,239,122,0,0,0,0
6632,3,2,19.08,1100,102,-136,0,0,0,0
6633,6,4,1.83,1200,94,,0,,0,
6634,2,4,7.41,1200,-37,-22,0,0,0,0
6635,1,1,1.66,1100,34,,0,,0,
6636,4,5,21.16,1200,1337,1449,0,0,0,0
6637,3,8,1.41,1200,90,34,1,1,0,0
6638,2,7,2.16,1200,457,-83,1,0,0,0
6639,4,7,14.25,1200,-34,-45,0,0,0,0
6640,5,5,2.91,1100,-21,-40,0,0,0,0
6641,,,5.41,1200,-213,,0,,0,
6642,4,6,8.41,1200,27,-18,0,0,0,0
6643,,,2.08,1100,-19,,0,,0,
6644,,,22.91,1200,-69,,1,,0,
6645,,,9.08,1200,1,-1,0,0,0,0
6646,,,1.08,1200,30,24,0,0,0,0
6647,4,8,15.91,1200,-95,-103,1,1,0,0
6648,7,3,15.5,1300,223,430,0,0,0,0
6649,6,1,30.83,1100,132,170,0,0,0,0
6650,4,9,4.33,1300,279,399,0,0,0,0
6651,,,30.16,1100,-14,,0,,0,
6652,,,7.83,1200,-30,-16,0,0,0,0
6653,,,9.16,1200,-191,2,0,0,0,0
6654,,,9.41,1200,43,166,0,0,0,0
6655,1,3,8.66,1200,-59,69,1,1,0,0
6656,5,9,9.83,1300,605,773,0,1,0,0
6657,,,2.41,1300,-22,,1,,0,
6658,3,9,39.16,1200,-27,42,0,0,0,0
6659,6,7,20.91,1200,571,518,0,0,0,0
6660,7,1,6,1200,339,384,0,0,0,0
6661,4,3,8.08,1200,227,242,1,1,0,0
6662,,,35.08,1200,-122,-108,0,0,0,0
6663,3,6,13.66,1200,211,162,0,0,0,0
6664,2,4,4.75,1300,381,,0,,0,
6665,7,6,10.16,1300,782,1242,0,0,0,0
6666,,,2.66,1200,-22,-29,1,1,0,0
6667,,,33.58,1200,-11,79,0,1,0,0
6668,3,5,6.5,1300,168,217,1,1,0,0
6669,5,6,14.91,1200,96,,0,,0,
6670,6,1,1.58,1100,25,6,0,0,0,0
6671,3,6,6.58,1200,985,761,0,0,0,0
6672,7,3,1.08,1200,11,13,0,0,0,0
6673,7,5,14.5,1200,-123,-120,1,1,0,0
6674,6,9,26.91,1200,194,208,0,0,0,0
6675,,,3.75,1200,228,53,0,0,0,0
6676,2,3,4.75,1200,-24,-15,0,0,0,0
6677,2,9,4.25,1200,77,119,1,1,0,0
6678,4,9,9.66,1200,246,151,0,1,0,0
6679,,,7.41,1200,-33,-93,0,0,0,0
6680,2,3,4.33,1200,-17,-144,0,0,0,0
6681,,,24.08,1200,-107,-117,0,0,0,0
6682,,3,3.33,1200,509,-37,0,0,0,0
6683,4,6,1.33,1200,-26,16,0,0,0,0
6684,,,1.16,1200,381,,0,,0,
6685,3,9,1.16,1200,-27,-27,0,0,0,0
6686,4,3,16.75,1200,391,455,0,0,0,0
6687,,,5.41,1100,44,-11,0,0,0,0
6688,,,1.91,1100,-109,,0,,0,
6689,,,0.5,1200,-1,,0,,0,
6690,3,6,9.33,1300,117,127,0,1,0,1
6691,3,9,4,1200,-56,-101,1,0,0,0
6692,,,7.33,1300,-37,-32,0,0,0,0
6693,2,1,0.25,1200,-61,-47,0,0,0,0
6694,2,,2.33,1200,106,8,0,0,0,0
6695,7,3,18,1200,222,130,0,0,0,0
6696,,,18.16,1200,324,,0,,0,
6697,1,1,3,1200,46,-39,0,0,0,0
6698,3,6,7.66,1300,0,,0,,0,
6699,,,6.75,1200,-82,67,1,1,0,0
6700,6,3,31.58,1200,541,1843,1,1,0,0
6701,6,7,3.58,1200,-108,-84,0,0,0,0
6702,2,3,4.5,1200,-34,-76,0,0,0,0
6703,3,6,2.33,1200,-61,,0,,0,
6704,2,3,1.75,1200,-35,16,1,1,0,0
6705,5,1,2.58,1200,208,53,0,0,0,0
6706,5,4,8.83,1200,524,472,0,0,0,0
6707,7,2,31.25,1200,698,758,0,0,0,0
6708,3,3,7.08,1200,-23,8,0,0,0,0
6709,5,7,7.75,1200,254,55,0,0,0,0
6710,2,9,7.41,1200,2,36,1,1,0,0
6711,5,7,19.58,1200,-115,180,0,0,0,0
6712,,,3.16,1200,-160,,0,,0,
6713,,,2.58,1300,-49,-90,0,0,0,0
6714,3,6,4.33,1200,-26,139,1,1,0,1
6715,3,5,14,1200,-83,-65,0,0,0,0
6716,2,8,4.5,1200,82,206,0,0,0,0
6717,3,2,4.66,1200,-37,-35,0,0,0,0
6718,3,5,10.33,1200,-27,-27,0,0,0,0
6719,4,7,22.41,1300,39,18,0,0,0,0
6720,3,6,11.25,1300,1,-8,1,1,0,0
6721,,,1.08,1200,-64,633,1,1,0,0
6722,5,4,24.08,1200,-13,4,0,0,0,0
6723,2,3,3.33,1200,-33,-3,0,0,0,0
6724,6,6,28.25,1200,258,635,0,0,0,0
6725,4,1,8.33,1200,-30,-30,0,0,0,0
6726,6,4,22.08,1200,-68,-13,0,0,0,0
6727,,,0.16,1300,-8,11,0,0,0,0
6728,7,1,1.5,1100,17,12,0,0,0,0
6729,,,3.5,1200,306,15,0,1,0,0
6730,4,,1.66,1200,-26,-23,0,0,0,0
6731,,,1.66,1200,-68,,0,,0,
6732,5,7,17.66,1200,11,-15,0,0,0,0
6733,6,4,0.75,1200,-18,-115,1,1,0,0
6734,,,7.66,1200,-66,42,1,1,0,0
6735,3,4,4.41,1300,48,-44,0,1,0,0
6736,5,9,13.41,1200,-25,-26,0,0,0,0
6737,,,0.66,1200,-96,-79,0,0,0,0
6738,,,1,1200,13,,0,,0,
6739,5,7,2,1200,-5,-2,0,0,0,0
6740,4,6,7.91,1200,-123,-82,0,0,0,0
6741,4,9,20.25,1200,239,-68,0,0,0,0
6742,5,6,30.41,1200,-14,-219,0,0,0,0
6743,5,6,25.58,1200,283,93,0,0,0,0
6744,3,7,14.58,1200,-95,18,0,1,0,0
6745,2,6,2.91,1200,13,519,0,1,0,0
6746,2,5,5.66,1200,-71,-148,1,1,0,0
6747,,7,5.75,1300,-2,-2,0,0,0,0
6748,,,11.41,1300,-74,-74,0,0,0,0
6749,7,9,6.66,1300,714,553,0,0,0,0
6750,3,4,7.58,1200,0,0,0,0,0,0
6751,7,9,5.25,1200,141,126,0,0,0,0
6752,4,5,11.91,1200,-91,-99,0,1,0,0
6753,5,4,9.58,1100,-32,317,0,0,0,0
6754,6,6,9.5,1200,-58,-30,0,0,0,0
6755,6,1,7,1300,257,318,0,0,0,0
6756,,,2.91,1100,3,2,0,0,0,0
6757,4,6,12.33,1200,71,91,0,1,0,0
6758,3,1,4.08,1200,-29,-30,0,0,0,0
6759,,,1.66,1200,-13,-26,0,0,0,0
6760,3,7,3,1200,-108,,0,,0,
6761,2,9,5.41,1200,324,325,1,1,0,0
6762,3,7,3.5,1200,161,44,0,0,0,0
6763,2,2,5.58,1300,37,39,0,0,0,0
6764,3,5,1.08,1200,66,-1,0,0,0,0
6765,4,8,19.41,1200,259,363,0,0,0,0
6766,5,1,21.75,1100,96,120,0,0,0,0
6767,,,0.75,1200,26,35,0,0,0,0
